EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
50WC00000001600R;NO-BRODLOS47T3;S Brødløs  47  T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001601P;NO-BRODLOS47T2;S Brødløs  47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001602N;NO-BORREGA147T2;S Borrega1 10. L2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001603L;NO-BORREGA147T1;S Borrega1 10. L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001604J;NO-BROGATA47T2;S Brogata  47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001605H;NO-BROGATA47T1;S Brogata  47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001606F;NO-FJELLE47T1;S Fjelle   47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001607D;NO-DENOFA47T7;S DeNoFa   47  T7 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001608B;NO-GLENG47T1;S Gleng    47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001610O;NO-GAMLEBYE47T1;S Gamlebye 47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001611M;NO-GRALUM47T2;S Grålum   47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001612K;NO-GRALUM47T1;S Grålum   47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001613I;NO-GLUPPE47T2;S Gluppe   47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001614G;NO-GLUPPE47T1;S Gluppe   47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001615E;NO-GREAKER47T2;S Greåker  47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001617A;NO-K_H4714;S K-H      47  T8 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016188;NO-KAMPENES47T2;S Kampenes 47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016196;NO-KAMPENES47T1;S Kampenes 47  T1 Industri;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001620L;NO-KRAKEROY47T2;S Kråkerøy 47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001621J;NO-KRAKEROY47T1;S Kråkerøy 47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001622H;NO-NAVESTAD47T2;S Navestad 47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001623F;NO-ORA47T2;S Øra      47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001624D;NO-ORA47T1;S Øra      47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001625B;NO-OREBEKK47T2;S Ørebekk  47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016269;NO-RAA132T3;S Raa      132 T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016277;NO-OREDALEN47T8;S Oredalen 47  T8 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016285;NO-OREDALEN47T7;S Oredalen 47  T7 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016293;NO-OREDALEN47T5;S Oredalen 47  T5 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001630I;NO-OREDALEN47T4;S Oredalen 47  T4 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001631G;NO-SANDEM47T2;S Sandem   47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001632E;NO-OREBEKK47T1;S Ørebekk  47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001633C;NO-ORA47T3;S Øra      47  T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016366;NO-STANGEBET47T3;S Stangebe 47  T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016374;NO-STANGEBET47T1;S Stangebe 47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016382;NO-ST_HALVAD47T1;S St.Halva 47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016390;NO-OREASEN47T1;S Øreåsen  47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016439;NO-RYGGE47T1;S Rygge    47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016455;NO-RYGGE47T2;S Rygge    47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016463;NO-SMORBEKK7OMF2;S Smørbekk 47  Omf2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016471;NO-SMORBEKK7OMF1;S Smørbekk 47  Omf1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001649Y;NO-TORNERUD474;S Tornerud 47  4 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001650C;NO-TORNERUD472;S Tornerud 47  2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016528;NO-SPYDEBER47T1;S Spydeber 47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016544;NO-TROGSTAD47T1;S Trøgstad 47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016560;NO-AASGAARD4712;S Aasgaard 47  12 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001657Z;NO-AASGAARD4711;S Aasgaard 47  11 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001658X;NO-HAGA47T2;S Haga     47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001659V;NO-HAGA47T1;S Haga     47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016609;NO-HALMSTAD47T3;S Halmstad 47  T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016617;NO-HALMSTAD47T2;S Halmstad 47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016625;NO-HALMSTAD47T1;S Halmstad 47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016633;NO-HENSTAD47T3;S Henstad  47  T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001668U;NO-JELOY47T1;S Jeløy    47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001669S;NO-JAHREN471;S Jahren   47  1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016714;NO-KAMBO47T2;S Kambo    47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016722;NO-KAMBO47T1;S Kambo    47  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000016730;NO-JELOY47T3;S Jeløy    47  T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001674Z;NO-JELOY47T2;S Jeløy    47  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001697N;NO-GRIMSTAD132T1;S Grimstad 132 T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001703H;NO-GRIMSTAD132T2;S Grimstad 132 T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001710K;NO-MESSIOSEN22L2;N Messiose 22  L2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001712G;NO-FAKKEN22;N Fakken   22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001714C;NO-MYKSTUFOSS132;S Mykstufo 132 T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001715A;NO-DJUPFJO122;N Djupfjor 22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017168;NO-AURLAND422;S Aurland4 22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017184;NO-OSTEROY22;S Osterøy  22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017192;NO-BALLANGE2;N Ballange 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001720H;NO-BLAFALLI2;S Blåfalli 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001721F;NO-FLESAKER2;S Flesaker 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001722D;NO-FABERG2;S Fåberg   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001723B;NO-HASLE2;S Hasle    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017249;NO-HINNOY2;N Hinnøy   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017257;NO-KANSTADB2;N Kanstadb 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017265;NO-KROSSEN2;S Krossen  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017273;NO-MAURANGE2;S Maurange 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017281;NO-NARVIK2;N Narvik   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001730E;NO-SORTLAND2;N Sortland 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001731C;NO-SVELGFOS2;S Svelgfos 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001732A;NO-SORTVEIT2;S Sørtveit 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017338;NO-TEGNEBY2;S Tegneby  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017346;NO-TVEITEN2;S Tveiten  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017354;NO-USTA2;S Usta     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017362;NO-OIE2;S Øie      2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017370;NO-ANA_SIRA2;S Åna-Sira 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001738Z;NO-ASEN2;S Åsen     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001739X;NO-KVITFOSS2;N Kvitfoss 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017419;NO-ORKDAL2;N Orkdal   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017427;NO-HOVE2;S Hove     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017435;NO-H_HOYANG2;S H. Høyan 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017443;NO-LEIRDOLA2;S Leirdøla 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017451;NO-TROLLHEI2;N Trollhei 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001747Y;NO-STOKMARK2;N Stokmark 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001748W;NO-EIDUM2;N Eidum    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001749U;NO-NAMSOS2;N Namsos   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017508;NO-OGNDAL2;N Ogndal   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017516;NO-TUNNSJOD2;N Tunnsjød 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017524;NO-VERDAL2;N Verdal   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017532;NO-MOSJOEN2;N Mosjøen  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001755Z;NO-ISTAD2;N Istad    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001756X;NO-GRYTTEN2;N Grytten  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001757V;NO-EIDSETER2;N Eidseter 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001758T;NO-AKLAND2;S Akland   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001759R;NO-MAR2;S Mår      2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017605;NO-TROFORS2;N Trofors  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017613;NO-NES_OEK2;S Nes OEK  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017621;NO-HAUGEN2;N Haugen   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001764Y;NO-LEIVDAL2;S Leivdal  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001765W;NO-ASKARA2;S Åskåra   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001766U;NO-SVELGEN2;S Svelgen  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001767S;NO-GROV2;S Grov     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001769O;NO-TRYSIL2;S Trysil   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017702;NO-STOKKELA2;S Stokkela 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000017710;NO-KJELLAND2;S Kjelland 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001772Z;NO-TRONSHOL2;S Tronshol 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001773X;NO-KONGSVIN2;S Kongsvin 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001774V;NO-ASNES2;S Åsnes    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001775T;NO-OSA2;S Osa      2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001776R;NO-HAHEIM2;N Håheim   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001778N;NO-NORHEIMS2;S Norheims 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001779L;NO-STORDAL2;S Stordal  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001781Y;NO-JATTA50T4;S Jåttå    50  T4 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001782W;NO-JATTA50T6;S Jåttå    50  T6 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001783U;NO-TANGELAND12;S Tangelan 12  L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001784S;NO-STORDAL22;S Stordal  22  L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001785Q;NO-FORUS11A;S Forus    11  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001786O;NO-HUSNES24SKL;S Husnes   24  SKL Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001787M;NO-JATTA50T2;S Jåttå    50  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001788K;NO-JATTA10;S Jåttå    10  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001790X;NO-ULVEN11L12;S Ulven    11  L12 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001791V;NO-ULVEN11L11;S Ulven    11  L11 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001792T;NO-SOLLIA24;S Sollia   24  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001793R;NO-ALVDAL22;S Alvdal   22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001794P;NO-SKJEFSTAD222;S Skjefst2 22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001795N;NO-MATRE22;S Matre    22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001796L;NO-SAGEVIKELV22;N Sagevike 22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001797J;NO-ROSTEFOSS22;N Røstefos 22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001798H;NO-OPSTVEIT22;S Opstveit 22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001799F;NO-TORSHOV11T1;S Torshov  11  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001800J;NO-TORSHOV11T2;S Torshov  11  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001801H;NO-TORSHOV11T3;S Torshov  11  T3 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001802F;NO-ADAMSELV22LA1;N Adamselv 22  La1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001803D;NO-GOLIAT110E07N;N Goliat   110 E07 Industri;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018067;NO-KJODE22;N Kjøde    22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018075;NO-TRYLAND22;S Tryland  22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018083;NO-GOLIAT110E05N;N Goliat   110 E05 Industri;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018091;NO-OVRELEIR66;N ØvreLeir 66  T1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001811E;NO-HYGGEVAT22L2;N Hyggevat 22  L2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018148;NO-EIKELANDSOSEN;S Eikeland 22  L1   Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018164;NO-ULVUND66;N Ulvund   66  T2 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018180;NO-TAFJORD122;N Tafjord  22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001819Z;NO-BJORKASEN22;N Bjørkåse 22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018229;NO-KVANANGE22;N Kvænange 22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018237;NO-LYNGEN22;N Lyngen   22  L1 Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018245;NO-ALTATRA2;N Alta tra 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018253;NO-MONEHAGE2;S Monehage 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018261;NO-BARDUFOS2;N Bardufos 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001829W;NO-FOLLUM2;S Follum   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001830A;NO-FROGNER2;S Frogner  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018318;NO-HALDEN2;S Halden   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018334;NO-KILBOTN2;N Kilbotn  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018342;NO-KIRKENES2;N Kirkenes 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018350;NO-KNARDALS2;S Knardals 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001836Z;NO-KOBBELV2;N Kobbelv  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001837X;NO-KRISTIAN2;S Kristian 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001839T;NO-KVILLDAL2;S Kvilldal 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018407;NO-KVITNES2;N Kvitnes  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018415;NO-KVANANGE2;N Kvænange 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018423;NO-LAKSELV2;N Lakselv  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001846W;NO-ROYKAS2;S Røykås   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001848S;NO-SAURDAL2;S Saurdal  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001849Q;NO-SKIBOTN2;N Skibotn  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018504;NO-SMESTAD2;S Smestad  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018512;NO-SYLLING2;S Sylling  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000018520;NO-VANG2;S Vang     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001853Z;NO-VARDAL2;S Vardal   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001854X;NO-VAGAMO2;S Vågåmo   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001855V;NO-AURA2;N Aura     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001856T;NO-ROLDAL2;S Røldal   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001857R;NO-GISKEMO2;N Giskemo  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001858P;NO-SYKKYLVE2;N Sykkylve 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001862Y;NO-MARKA2;N Marka    2   L2  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001863W;NO-SVABO2;N Svabo    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001864U;NO-RANA2;N Rana     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001865S;NO-LANGVATN2;N Langvatn 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001866Q;NO-NEDREROS2;N Nedre Rø 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001867O;NO-KOLSVIK2;N Kolsvik  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001868M;NO-BRANDHOL2;N Brandhol 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001869K;NO-BROKKE2;S Brokke   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001870Z;NO-OVREROSS2;N Øvre Røs 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001871X;NO-BIRKELAN2;S Birkelan 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001872V;NO-RANES2;N Ranes    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001873T;NO-GRYTAGA2;N Grytåga  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001874R;NO-BORGUND2;S Borgund  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001876N;NO-FORTUN2;S Fortun   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001877L;NO-SAMNANGE2;S Samnange 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001878J;NO-DALE2;S Dale     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001879H;NO-ARNA2;S Arna     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001880W;NO-FANA2;S Fana     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001881U;NO-MODALEN2;S Modalen  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001882S;NO-STORD2;S Stord    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001883Q;NO-SPANNE2;S Spanne   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001884O;NO-BRYGGJA2;S Bryggja  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001885M;NO-SAVALEN2;S Savalen  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001886K;NO-RENDALEN2;S Rendalen 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001887I;NO-KJELA2;S Kjela    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001888G;NO-SJONA2;N Sjona    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001889E;NO-REPPA2;N Reppa    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001890T;NO-ENGA2;N Enga     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001891R;NO-GLOMFJOR2;N Glomfjor 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001892P;NO-SUNDSFJ2;N Sundsfjo 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001893N;NO-HOPEN2;N Hopen    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001894L;NO-VALLJORD2;N Valljord 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001896H;NO-GJOVIK2;S Gjøvik   2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001897F;NO-MATRE2;S Matre    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001898D;NO-BEGNA2;S Begna    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001899B;NO-BAGN2;S Bagn     2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001900F;NO-JEVNAKER2;S Jevnaker 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001901D;NO-DOKKA_TR2;S Dokka Tr 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001902B;NO-LIO2;S Lio      2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000019047;NO-SELBU2;N Selbu    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000019055;NO-HOLLA2;N Holla    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000019063;NO-OSTEROY2;S Osterøy  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC000000019071;NO-AGDENES2;N Agdenes  2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001909Y;NO-MELBU2;N Melbu    2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
50WC00000001910C;NO-FINNFJOR2;N Finnfjor 2   L1  Forbruk;;10X1001A1001A38Y;Active;;;;Load;W
